83, male, Arunachal_Pradesh, 9081303770, 156.11846391662164, 63.835106884326656
100, male, Andhra_Pradesh, 8540144851, 174.0685138427809, 61.79203910501472
49, female, Himachal_Pradesh, 7525888035, 176.83177820930007, 71.5803080551422
84, female, Goa, 7813473911, 168.06222281885252, 76.53315607557545
40, male, Mizoram, 9680353686, 150.3241465445774, 72.25388799428913
2, female, Kerala, 8153313863, 156.66344190829219, 62.570557645815825
81, female, Himachal_Pradesh, 9751687137, 168.1174037262713, 70.72068016389879
51, male, Himachal_Pradesh, 7189726557, 156.15186680816035, 64.9749330900107
73, male, Himachal_Pradesh, 9917729986, 149.49217061246304, 56.22190569105138
37, female, Himachal_Pradesh, 7167669405, 154.73435122717757, 65.09444372594075
77, female, Haryana, 8664478851, 146.24071090951085, 75.37936944270751
78, female, West_Bengal, 7652688353, 179.00654229991224, 67.26579401933348
20, female, Haryana, 6255400552, 172.88084010251643, 68.32758526981073
64, female, Tamil_Nadu, 9165168031, 162.9039280013362, 68.56097475279493
41, female, Kerala, 6261671545, 137.32109025088334, 69.07318764706008
77, male, Arunachal_Pradesh, 7626094244, 154.8893381485193, 59.187382103608975
97, male, Punjab, 7339695010, 172.10600378124886, 70.00038219278707
68, female, Bihar, 9416915256, 163.36999446404508, 70.85818221162475
1, male, Punjab, 9334781443, 150.9259278618185, 69.09401809500818
34, female, Madhya_Pradesh, 8856774716, 183.4219919039584, 67.76481099054939
11, male, Andhra_Pradesh, 8743316174, 147.2746730654737, 73.90527096070002
30, male, Uttar Pradesh, 6005587173, 148.27791575217364, 72.11643505652944
85, male, Andhra_Pradesh, 7143926955, 161.3735930295579, 74.58056126244244
7, male, Haryana, 6977344549, 155.29646587045252, 65.67833453249925
74, female, Tamil_Nadu, 8788925924, 158.81404391473254, 65.54862144795507
24, male, Arunachal_Pradesh, 8826699854, 149.9609305578506, 67.66130954047223
79, female, Maharashtra, 6198858357, 153.20876319460322, 63.13661464499581
84, female, Chhattisgarh, 8099597524, 146.99074374401732, 68.62505420483804
68, female, Manipur, 7617619199, 168.3403292428446, 78.39987505282768
39, male, Arunachal_Pradesh, 7436833342, 160.61355190208465, 68.253398208161
90, female, Andhra_Pradesh, 9542733184, 174.42522162566289, 64.29967354951503
46, male, Haryana, 9079583146, 154.39985184742807, 69.28682570242024
34, female, Rajasthan, 7233578737, 158.15435792474213, 62.784515430497706
23, female, Assam, 8810540464, 166.73963139862994, 67.03177929957491
11, female, Arunachal_Pradesh, 8067072863, 166.90899527794423, 69.70214721357769
88, female, Arunachal_Pradesh, 7298042192, 157.80103688934975, 77.62417803383222
20, male, Gujarat, 8487386892, 183.79588333764025, 63.463792780533794
68, female, Haryana, 6132704286, 152.31732226107832, 69.26588871750826
45, male, Uttarakhand, 8093297376, 154.4107881074832, 65.71349940552307
37, male, Mizoram, 7197731773, 175.80768599323943, 65.43334028521356
93, female, Manipur, 6208123992, 148.48792755011226, 73.51028441102667
88, female, Punjab, 8616400543, 165.05962837514474, 73.05651250278942
91, male, Mizoram, 6028202979, 162.4881476863749, 68.6449723083605
8, female, Gujarat, 8906829513, 169.38994029467534, 69.65965969132581
63, female, Himachal_Pradesh, 7703959558, 149.6978142421429, 78.03986467737374
23, male, Jharkhand, 7456370505, 148.4599544357064, 63.71394074498877
11, male, Jharkhand, 9096974788, 167.5301513806891, 67.63682343965218
32, female, Karnataka, 7633477802, 158.6330332968485, 65.01437193443786
84, male, Chhattisgarh, 8220003191, 149.93607476851975, 76.51971170005704
37, male, Uttar Pradesh, 8678743255, 155.072740918653, 75.04801907668725
62, male, Mizoram, 7103325271, 170.99020058785723, 61.689097039158895
30, male, Sikkim, 8945447151, 172.11357914061986, 72.04936862003848
23, male, Goa, 6474751281, 181.80181035655767, 66.88659315348019
68, female, Haryana, 8310467485, 153.61134022804924, 73.91862910191821
44, female, Himachal_Pradesh, 6104437141, 167.20998164626803, 75.15805940784483
29, male, Manipur, 8932621057, 161.54110804735666, 82.68768727280698
23, female, Uttar Pradesh, 6641174256, 171.0406943991187, 63.78327609385065
66, male, Sikkim, 7636107155, 155.23371009117173, 68.52556764996642
21, female, Gujarat, 6225208047, 144.97882441439413, 70.70158445887712
85, male, Telangana, 8774924702, 171.38401657486204, 61.33086450782889
96, male, Telangana, 9221629876, 171.31325006392063, 71.4606549259986
84, female, Meghalaya, 8660838452, 156.14311710789934, 75.56408756404142
64, female, Chhattisgarh, 8409635028, 152.98704143738016, 75.40339336773685
26, female, Kerala, 8434424400, 172.5541709256841, 77.30544184290524
20, male, Arunachal_Pradesh, 9243994732, 153.934166763742, 74.24973667966414
69, female, Madhya_Pradesh, 8348978909, 153.00565426987345, 65.97739203425216
15, female, Meghalaya, 9087002738, 157.85645822879937, 68.18808909863644
42, female, West_Bengal, 6866997864, 159.10154946679512, 61.65163810854776
74, female, Himachal_Pradesh, 8743909468, 151.78260434920068, 75.48449431945318
71, male, Maharashtra, 9583733293, 143.3023147265121, 65.35625345967412
17, female, Meghalaya, 9697064468, 179.3224399617996, 67.00848198075609
76, female, Tripura, 6941512442, 159.7969535456148, 74.16497446324979
98, female, Andhra_Pradesh, 6618643614, 143.7639955450186, 65.82898425410913
31, male, Arunachal_Pradesh, 8687516216, 165.08172092113432, 77.63867300976514
54, female, Odisha, 8827940219, 166.6252602258627, 59.53570088575927
37, female, Tamil_Nadu, 7725328104, 160.93679990995292, 73.07181876203542
26, female, Assam, 7489932256, 167.24011421168734, 74.73066355877954
22, male, Sikkim, 9162724594, 158.35915355386697, 72.0584788244395
22, male, Mizoram, 9532495982, 154.37826053844023, 72.71166164852691
43, male, Uttar Pradesh, 9672017835, 163.11504624727013, 66.43765726701412
54, male, Rajasthan, 8039078672, 151.87311203133928, 70.03211002414987
28, female, Punjab, 6018362960, 144.30762922736952, 71.719615148244
38, male, Karnataka, 6064703421, 168.31002909753275, 65.690810469154
1, male, West_Bengal, 8311123766, 143.19769666094209, 71.47989939118642
78, male, Punjab, 8800571160, 159.02610859906008, 70.85426139450122
10, female, Rajasthan, 6092479140, 147.1304592088484, 70.78232960144615
26, male, Gujarat, 9766287143, 158.0539945864256, 75.20460684935851
57, female, Maharashtra, 9179634806, 154.42762402895238, 78.23076135708753
72, female, Meghalaya, 6370863030, 146.60022443635776, 72.05168654380783
4, male, Mizoram, 8696400873, 182.48392245130987, 70.43212520346002
86, female, Nagaland, 7100094509, 165.2590427172668, 75.26455891613978
3, female, Meghalaya, 7731112352, 148.04331981859542, 71.84519492769233
76, female, Kerala, 6695896279, 163.49370870346021, 73.0031629957811
4, male, Assam, 8521531083, 153.66292176584892, 65.33800099579544
4, female, Sikkim, 7298788631, 169.55774763434334, 74.73606703000277
47, male, Madhya_Pradesh, 7453727223, 168.33390238542762, 68.96093587448618
34, male, Goa, 9225582740, 146.9042358475215, 74.57090795466713
95, male, Telangana, 6470556220, 155.89133367861632, 66.51376795691107
1, female, Gujarat, 8059127381, 160.71558896760976, 71.88548399954578
47, male, Rajasthan, 7433416588, 167.60918529066808, 73.23433022195667
35, male, Uttarakhand, 8709165226, 168.02734836488307, 67.9810447066123
30, male, West_Bengal, 9842754218, 160.29027068601044, 70.28283935616635
19, male, Goa, 6810239912, 156.59811691923483, 65.96316880988992
12, female, Haryana, 9988686768, 174.7236360805496, 64.38328185764155
48, male, Chhattisgarh, 9850151889, 145.83901986728148, 67.32989653154684
44, male, Meghalaya, 7243742341, 144.8402698827646, 70.58438918370952
2, male, Odisha, 7158993953, 165.0218992831609, 73.03857112220281
77, male, Kerala, 7403597990, 160.84032143770276, 64.39724529182217
26, female, Odisha, 7173445578, 163.59934190849117, 69.21602307649366
49, male, Tripura, 9582323501, 160.78592504489202, 62.45514960327128
33, male, Madhya_Pradesh, 9850532864, 164.8907051243077, 71.63813446973681
37, female, Nagaland, 6706011025, 164.29554870883354, 69.30365871544599
6, male, Arunachal_Pradesh, 6245257220, 152.0295557741984, 66.12247683665876
59, female, Meghalaya, 7444837748, 167.47523038206234, 62.398154983749755
22, female, Tamil_Nadu, 8478979098, 163.53974901445474, 64.67760486427136
4, male, Tamil_Nadu, 8160109140, 149.94822074124116, 67.78543952060465
26, male, Manipur, 7188085881, 150.0196975321535, 70.04477490714633
18, female, Rajasthan, 7040701893, 164.2374529327501, 72.46071826384416
97, female, Telangana, 9728760254, 171.32209716223161, 67.5688566054689
4, male, Uttarakhand, 7825530136, 160.64610682198304, 76.32232904902787
79, male, Uttarakhand, 8834753297, 160.07621982507368, 68.36739932483997
23, male, Bihar, 7639195877, 155.1655959484752, 57.56845941421237
14, female, Madhya_Pradesh, 6602009616, 173.062945604503, 73.24579083909275
60, male, Nagaland, 6780761520, 162.0459080318387, 75.8658961132187
53, female, Madhya_Pradesh, 6012724012, 167.5764234516344, 63.32793962569211
78, female, Goa, 6469229816, 171.08049997992407, 66.9022292775327
14, female, Telangana, 7574390636, 166.74548986448036, 68.53436538397224
48, female, Andhra_Pradesh, 6921569589, 168.75990000910593, 70.89524199886012
96, female, Arunachal_Pradesh, 7872362213, 178.63353624866974, 72.11687535603171
56, female, Mizoram, 8540281236, 172.076696454373, 66.91257231594966
78, female, Nagaland, 6606058839, 145.9330046355658, 62.86925103941677
60, male, Madhya_Pradesh, 6494316335, 174.529635113238, 69.11966209371862
23, female, Sikkim, 8938072020, 163.42468686676412, 65.04357745185922
82, female, Haryana, 6151855173, 156.9154036668854, 72.55044552602887
24, female, Rajasthan, 8951157109, 153.7722276208557, 73.85490671012717
46, female, Punjab, 6590983746, 151.44289798926906, 69.06077017112649
76, male, West_Bengal, 9031871872, 167.975683099871, 65.23486368657142
63, male, Odisha, 8277551643, 146.27656664467025, 72.09105833892681
9, male, Haryana, 9240027452, 163.96390261668233, 73.96241140298513
81, male, West_Bengal, 9948479420, 175.11674158357718, 66.04842145139003
88, male, Andhra_Pradesh, 9579813071, 156.11568588156285, 72.3684693789919
86, female, Nagaland, 8954615142, 157.53519743269123, 71.80473191493002
77, male, Tamil_Nadu, 8986693814, 167.12498884520338, 72.67940211953136
22, female, Chhattisgarh, 6323850335, 171.17990766820347, 73.55849858257966
33, male, Chhattisgarh, 7867071112, 184.49457298793322, 64.9231759253133
8, female, Telangana, 9136722180, 174.9141689249688, 66.67815789174742
11, female, Jharkhand, 7808119185, 156.689278641841, 67.91663165573537
19, male, Arunachal_Pradesh, 6203845804, 144.99928305466847, 66.472140018745
49, male, Manipur, 9043025791, 156.4266626705597, 62.76237829662655
49, female, Sikkim, 9038410878, 143.69724071435363, 69.02427491578648
3, male, Assam, 9392710580, 154.87628519166475, 63.94923778518779
44, female, Uttar Pradesh, 6589967359, 146.61742636748377, 68.70848692547548
59, male, Mizoram, 6129117094, 148.13711153776416, 69.5968376627943
4, male, Nagaland, 7274465377, 155.18769352423624, 61.49235331303617
53, female, Telangana, 7760131610, 141.76157548384526, 64.65020974247219
25, male, Karnataka, 8131418858, 152.0090183195805, 71.9728076272432
13, female, Sikkim, 9189924408, 161.7747741849905, 68.28936386312877
42, male, Odisha, 8893243890, 155.93507365796575, 66.7305999996964
37, female, Telangana, 8806369144, 153.4924637538159, 74.75427377534851
62, female, Manipur, 8095347031, 139.48396603321834, 68.16739187149996
31, male, West_Bengal, 6411349685, 143.93541718686632, 75.79536312221248
47, male, Punjab, 8410132782, 147.9584950481599, 67.44251469644642
60, male, Manipur, 9165521069, 165.29269651680556, 64.0064052929977
23, male, Arunachal_Pradesh, 6549882086, 170.19778705475528, 69.45303599687308
21, male, Assam, 6394364744, 172.24846499679973, 75.06423893550688
19, female, West_Bengal, 7989561604, 153.67903940935713, 74.6365132743855
19, female, Nagaland, 6839480944, 143.67989855359448, 71.26997778541872
35, female, Sikkim, 9479288320, 144.52288181689667, 65.03676979089892
31, male, Goa, 6792059834, 166.44241868948038, 68.36439114527467
21, male, Jharkhand, 8981128473, 162.06975985833725, 73.1524139162915
5, female, Nagaland, 7498481818, 167.85422889793685, 68.8402058485485
4, female, Odisha, 6899927322, 157.27819494496578, 69.15575620761562
13, male, West_Bengal, 9540495754, 143.20227276197548, 72.74845507253032
46, female, Kerala, 9951064329, 175.32953619261326, 69.17160448428884
3, male, West_Bengal, 7706657094, 161.78632305858198, 75.38112927936321
30, male, Kerala, 6287145717, 152.47217360179712, 77.17195758175079
83, female, Goa, 7491620459, 160.20900155089683, 72.87089242319134
92, female, Andhra_Pradesh, 8680681315, 159.22626161790512, 74.94985962026645
14, female, Meghalaya, 7644090476, 169.2056118699565, 70.28789941244162
52, female, Telangana, 8152038856, 166.17823110592167, 70.0397284907055
89, female, Odisha, 7940777426, 179.18547297165634, 70.5217836993873
37, female, Nagaland, 6925177537, 171.7203387296642, 71.10722933133829
70, male, Uttarakhand, 8600898273, 176.23681810948955, 69.67850937679981
38, male, Odisha, 9524831978, 148.6380289036949, 64.1091260979374
25, male, Bihar, 9571820010, 169.96369674122465, 65.23635432326886
26, female, Gujarat, 7595084820, 177.09085245508112, 66.93234342380003
70, female, Karnataka, 6894725107, 163.76085847641073, 77.4414311864443
100, female, Haryana, 6874223665, 157.2450431382614, 73.7967310888684
96, female, Maharashtra, 8753029748, 153.05786245350646, 71.14542237938673
92, male, Bihar, 8660309125, 140.83820209947078, 62.047803507615015
96, female, Sikkim, 7175391568, 172.25533748868602, 74.33239945275736
79, female, Meghalaya, 9705981757, 145.8423955149196, 69.79214514896297
20, male, Gujarat, 6047072810, 163.1769834171018, 68.02623800162212
98, male, Manipur, 9931636335, 170.74426309741756, 62.49079720984139
85, female, Andhra_Pradesh, 6002149107, 142.73169687759494, 71.7005620768805
10, male, Rajasthan, 9037549205, 160.640227761999, 72.39883227205053
24, male, Punjab, 6411204689, 168.3173551084143, 70.7790615648912
90, male, Mizoram, 8240987075, 165.65526221356117, 67.80529891070456
32, male, Rajasthan, 9893974224, 164.44135908837058, 68.06774712595643
39, female, Sikkim, 7824451691, 172.52799651637602, 68.51478728087002
6, male, Madhya_Pradesh, 6168468090, 152.49123688380283, 67.5782892204419
96, female, Himachal_Pradesh, 6359808852, 151.3370180457309, 75.90422628869305
40, male, Telangana, 7922401367, 154.57302862002385, 77.31947657289122
24, male, Chhattisgarh, 7908632160, 163.73467515181537, 68.53001665509471
81, male, Manipur, 8545558187, 166.77252577289778, 81.78780558823985
53, female, Jharkhand, 9488301516, 146.77909070112852, 70.6406653143645
26, male, Bihar, 7533330865, 155.76100845915576, 76.25013570647299
66, female, Nagaland, 6363856218, 185.6214758704307, 70.5507203920948
93, female, Arunachal_Pradesh, 9370726849, 156.73991357390491, 77.34778874848236
47, male, Madhya_Pradesh, 6703636453, 169.89581922603645, 66.69685641664351
81, male, Arunachal_Pradesh, 7619739068, 167.82626852579045, 68.6893241283839
96, female, Gujarat, 7871428550, 159.99460365351646, 80.5055565315661
61, male, Chhattisgarh, 7606931945, 147.7605980908268, 73.46312228108927
50, female, West_Bengal, 7041210823, 175.98603999828129, 72.18911984724872
78, male, Maharashtra, 8575461517, 162.72637528927578, 70.16090907300233
74, female, Tamil_Nadu, 7369785108, 154.4983425216197, 74.08553377729821
65, male, Nagaland, 8328288757, 158.51304608277198, 62.102909798315665
34, male, Haryana, 9262893757, 157.1457041301474, 67.1903548350753
88, female, Chhattisgarh, 6108051030, 169.14630102367232, 63.68556294842679
1, male, Rajasthan, 8566834391, 150.8690083169665, 70.79611095629616
36, male, Uttarakhand, 6457256568, 167.1927412933036, 78.95391899868517
16, male, Madhya_Pradesh, 9091172272, 155.9813578654264, 70.56097023227963
90, female, Odisha, 6115004569, 165.6839831911746, 72.82253274626923
8, female, Goa, 8728351141, 178.50477571280618, 71.80474172246952
83, female, Chhattisgarh, 7201262755, 158.9271582465291, 70.7431615423854
79, male, Sikkim, 8836952684, 149.53954652367204, 63.949182513272184
12, female, Haryana, 6885998986, 164.59032525713096, 72.17633831910938
92, male, Kerala, 8013078061, 168.4211154290336, 72.95416581065837
78, female, Andhra_Pradesh, 7999285239, 152.07164473450453, 67.37719894987703
86, female, Sikkim, 9176208325, 148.56234390653705, 71.14259221173508
89, female, Bihar, 7395975494, 143.7960933398588, 62.29076667873955
66, female, Andhra_Pradesh, 9790872850, 144.7283367852455, 77.69430224782032
54, female, Arunachal_Pradesh, 6909579193, 171.7979787921969, 81.57670323964585
94, female, Nagaland, 7564669481, 177.03255795204674, 65.18086763203922
23, male, Andhra_Pradesh, 9278617726, 157.16986930610096, 72.73200251315463
71, female, Uttar Pradesh, 8047093183, 167.52883258753653, 69.68969893336048
49, male, Andhra_Pradesh, 7533195222, 171.49853041580948, 71.99890827266283
87, male, Jharkhand, 6045103407, 164.6344691613251, 75.16219795605444
9, female, Gujarat, 7437671701, 157.00219756602849, 74.0580115782375
72, female, Odisha, 7266650969, 144.68331910340484, 74.01403743728085
71, male, Meghalaya, 6406961215, 156.25138299053336, 69.5621918061587
33, female, Maharashtra, 8798695462, 162.3180024319622, 75.366578866003
57, male, Kerala, 6532961435, 165.3753759113008, 73.42067131117591
41, male, Telangana, 8168053995, 183.84272164409887, 69.78115864247594
33, male, Mizoram, 9226476234, 177.8626901585041, 64.53238338574563
27, female, Gujarat, 7462562916, 164.14277254824083, 73.38714236975215
95, female, Uttar Pradesh, 6755191104, 156.54047602980415, 63.0928264434791
74, female, Uttar Pradesh, 8092874781, 159.16438428093178, 73.55031847755747
16, male, Maharashtra, 6652681966, 169.62324116857206, 61.10033869203747
49, male, Mizoram, 6085548328, 150.96705866726907, 71.43902341130539
67, male, Assam, 8604233811, 170.98823255902857, 65.2390251655387
43, male, Arunachal_Pradesh, 6039800323, 160.11459247867484, 69.4259802604348
62, female, Punjab, 8902818554, 172.77076318228626, 61.50134214605034
65, female, Maharashtra, 8535782483, 152.71596186396778, 76.19718136502028
4, female, Tripura, 9601232446, 162.6934089142428, 71.23445075922062
17, female, Odisha, 6843640123, 167.86354296746563, 71.03959989705166
90, female, Haryana, 7951066816, 159.96003558758628, 74.93557901946893
24, female, Arunachal_Pradesh, 9596842584, 156.8794393352808, 75.30246704134818
54, female, Mizoram, 9166649830, 176.10884369564542, 71.51966215549308
42, male, Maharashtra, 8137077231, 175.19977402775453, 73.64814086597096
93, male, Maharashtra, 6954920555, 155.19844142744844, 65.52947204143976
49, female, Arunachal_Pradesh, 8572329953, 166.03648934857526, 71.90372701400567
67, female, Gujarat, 9916645257, 159.98912040758745, 66.37954638089681
52, female, Himachal_Pradesh, 9429593825, 153.62051600584417, 72.07296532806528
94, female, Maharashtra, 9767392744, 166.855870702668, 68.44323388058635
57, female, Punjab, 7887653515, 157.36489558153897, 67.0871638026962
87, male, Rajasthan, 6853771816, 169.98991044553088, 76.88799043438969
55, female, Odisha, 6427615063, 163.34463356853524, 62.123677846635395
1, male, Gujarat, 9728779716, 150.0115189754679, 71.31167258000457
51, male, Goa, 6717509135, 164.27867533209832, 70.13763041160496
99, male, Tamil_Nadu, 8793942059, 150.53736212230586, 62.17202956988968
77, male, Arunachal_Pradesh, 7667533614, 167.70405234013086, 66.05399179449208
28, female, Tamil_Nadu, 7790576935, 149.73577395246096, 70.77547675655074
22, male, Madhya_Pradesh, 7777298929, 159.94041554956044, 64.33048875193226
77, male, Manipur, 9117622419, 151.94892941081926, 73.05184797915977
78, female, Meghalaya, 9593942633, 164.4115326626872, 75.02794646190092
57, male, Tripura, 6156229082, 164.33558436000493, 70.29916825938797
73, male, Manipur, 9714677479, 156.13541015744926, 72.52635324279879
67, male, Tamil_Nadu, 6179986915, 154.42605695576916, 71.18084796789607
70, female, Chhattisgarh, 9358514641, 172.97031850045087, 75.8266089539347
93, female, Tamil_Nadu, 8426146439, 146.54773674451064, 72.83571803494705
97, male, Haryana, 6543675636, 147.57922224708926, 69.05800558649074
19, female, Punjab, 6824950381, 163.1525760084416, 76.44958268445956
87, female, Tripura, 8596480599, 148.2505413408044, 74.70220319726987
19, female, Rajasthan, 7861310913, 154.0221277756239, 68.24344449426526
87, female, Jharkhand, 6219412744, 160.6864900340206, 65.35541031059026
86, female, Gujarat, 8315264858, 148.5005385226124, 68.57798749877378
13, male, Assam, 8702483334, 161.25422863112817, 67.81985738972764
48, female, Bihar, 9598963759, 159.8988537953174, 71.65922658497176
90, female, Andhra_Pradesh, 9705513325, 156.78667177021248, 69.840760534445
92, male, Tamil_Nadu, 6628873987, 155.51433384349158, 72.7355539647933
57, female, Manipur, 8631089846, 168.30128081272954, 77.8441972638746
35, male, Assam, 9201636652, 164.85548454124114, 74.85133549394402
15, female, Uttar Pradesh, 6410276339, 170.75559257055755, 63.19947187427394
9, male, Bihar, 7578248979, 157.66731897074698, 67.26583002335857
65, female, Rajasthan, 6057877891, 154.7752275849915, 63.967583007879064
19, male, Haryana, 7618656125, 170.4061455580119, 65.77883645198487
14, male, Telangana, 6333818441, 156.47027448799207, 74.30843451599964
1, male, Gujarat, 9435110714, 161.34045099456017, 64.93584531424037
55, male, Andhra_Pradesh, 8285560283, 156.10635470374234, 68.5765542306706
92, female, Karnataka, 6563450716, 165.37229885534828, 75.32290048341224
75, male, Arunachal_Pradesh, 8320593842, 155.82506056411432, 76.12930506045086
76, male, Arunachal_Pradesh, 8605864254, 159.30653735403695, 66.20664390865599
51, male, Haryana, 8272583416, 159.06439760690674, 65.0377161306618
67, female, Kerala, 8326044915, 152.56832618090456, 75.02538521288191
76, male, Madhya_Pradesh, 9973689948, 150.3866318364431, 69.76835844876368
59, female, Karnataka, 6336465208, 143.5580505436203, 69.14873998457456
24, female, Meghalaya, 6760533113, 156.76661914353772, 63.666746356588725
26, female, Andhra_Pradesh, 6695884464, 147.5797934398906, 72.07105098974728
50, female, Chhattisgarh, 7820343260, 163.4359058063163, 65.22334375915374
29, male, Odisha, 7219015918, 161.46076806264946, 78.01736763971394
73, female, Himachal_Pradesh, 8518055996, 153.85166614248425, 68.26133460679961
91, female, Maharashtra, 7552647648, 152.80024902640037, 66.54730769959829
70, female, Punjab, 9137325165, 149.53292120586067, 68.91102917872207
34, female, West_Bengal, 8532746732, 172.0677199638091, 66.99876996095477
13, female, Chhattisgarh, 6126848309, 164.43613954499915, 68.42783164082061
90, female, Tripura, 7471807722, 142.3791459250527, 63.960865616500485
77, female, Jharkhand, 8330808236, 151.36133269813354, 75.2838042856773
12, female, Nagaland, 7379320025, 163.83179206022362, 69.26834997952479
36, female, Arunachal_Pradesh, 9260508167, 153.72166300017457, 69.28917274730671
93, female, Tamil_Nadu, 6099151901, 158.39464252586416, 75.49912460987846
74, female, Karnataka, 7067641647, 148.99887108944876, 67.62166727672724
74, male, Gujarat, 6541894668, 150.03715691952067, 72.89022642854111
61, male, Punjab, 6702458763, 138.00549614357374, 63.063796017984444
34, male, Nagaland, 7629844748, 151.0193268717225, 68.41681104096259
33, male, Tripura, 8445681386, 153.71725175928455, 66.79959396830068
56, female, Nagaland, 9544760230, 162.5237319143387, 72.70982777106126
21, male, Nagaland, 9575722815, 140.02717348566782, 68.73384737360429
87, male, West_Bengal, 9414004338, 163.11386265811075, 76.55915596430792
55, female, Bihar, 9475431811, 155.7525539495821, 76.05583456916969
85, female, Kerala, 7329610720, 136.00574321026414, 74.18735346050902
99, female, Uttar Pradesh, 9710757217, 156.20475696671792, 66.43574993896682
96, female, Tamil_Nadu, 6599876734, 176.54335716593832, 56.20245493355907
79, male, Maharashtra, 9757930602, 161.98994845889604, 67.57774939460764
18, female, Bihar, 7854707340, 151.56805629052954, 76.96607436661198
66, male, Bihar, 6271808299, 158.2291563646587, 80.72844347853756
4, female, Uttarakhand, 7586966533, 156.02944458523473, 65.34594902074718
87, male, Gujarat, 7351975107, 155.49217445814946, 65.30349658682778
90, female, Uttarakhand, 6493318532, 162.34564937895334, 74.39001383755699
30, female, Madhya_Pradesh, 7423242896, 154.55737231304107, 73.35807157620607
83, female, Mizoram, 8966841270, 149.00023762833243, 62.34790060301057
72, male, Nagaland, 7666101679, 149.69116524943715, 74.3197576716993
96, female, Rajasthan, 6234305530, 155.20997944334147, 66.7265482280226
73, female, Tamil_Nadu, 8615775641, 161.13610669441522, 68.6605198251157
20, male, Tamil_Nadu, 6334241822, 164.4245015524496, 66.09130526840607
53, female, Odisha, 6538202962, 172.08737139640306, 65.77184631033772
46, male, Madhya_Pradesh, 6688235140, 155.66916848061894, 66.84918386997246
100, female, Madhya_Pradesh, 7939749737, 162.35816746430672, 67.93151931182561
70, male, Odisha, 9662847940, 159.73921360271675, 69.89747761825042
94, female, Jharkhand, 7806056345, 153.94549541155732, 70.96793767640261
34, female, Nagaland, 8465372217, 171.8033362465168, 69.7693415550908
10, male, Punjab, 7715656599, 154.22371416932694, 70.42947936601581
67, female, Bihar, 7705923353, 156.48711090080732, 65.04458246417589
89, male, Punjab, 6065663372, 164.95036203660243, 75.16184358428026
70, male, Jharkhand, 9965676868, 161.64503922362098, 70.91459397698003
27, male, Gujarat, 7424995928, 163.62329236892882, 67.56877686477148
13, female, Chhattisgarh, 6469136809, 137.84285422948446, 61.60668785789144
61, male, Tamil_Nadu, 7251761375, 166.491656721072, 71.94515009083717
16, female, Mizoram, 7146472229, 163.9379461521131, 67.35064351132047
89, male, Haryana, 7879420992, 149.43896696379338, 73.63214405915964
25, male, Punjab, 8492588550, 171.73974992013282, 71.19001529703763
41, male, Himachal_Pradesh, 6936201321, 159.998575704738, 71.84079810219168
84, male, Maharashtra, 9283575126, 157.20644496251884, 77.35203674333928
34, male, Uttarakhand, 9297983386, 160.63623838865382, 63.706026360245936
16, female, Punjab, 7605952243, 174.7799634789445, 70.54450460070422
67, female, Odisha, 8640352704, 163.1931243845195, 64.7894944053266
62, female, Tripura, 9494543212, 152.05540795064258, 67.05881199924919
10, female, Bihar, 8720599808, 154.99470467263325, 63.05940252637706
83, male, Chhattisgarh, 9236613246, 143.95044437453288, 71.81159795750891
43, male, Gujarat, 7550200389, 161.57654252226436, 70.45941188227684
90, female, Tamil_Nadu, 7473405557, 153.8639812932284, 79.34922396801963
85, female, Haryana, 7175115901, 165.58340364306122, 64.86260259678659
17, female, Odisha, 7147204730, 173.5786850770146, 74.73054210692993
29, male, Tripura, 9990633219, 168.72428466684758, 74.3456724320989
36, female, Manipur, 8836573108, 164.87202698438026, 79.80638718115681
70, male, Sikkim, 7332651358, 148.2013338993961, 76.28766642961018
61, female, Rajasthan, 9960633538, 156.42050566515897, 72.31660152070374
84, male, Meghalaya, 8936711350, 161.40484593708027, 64.67042653951552
57, male, Punjab, 8605106405, 149.46073332177687, 68.03738771551153
8, female, Arunachal_Pradesh, 9711095451, 165.1039156575212, 70.4988161867544
80, male, Telangana, 8511413557, 154.0127437779996, 64.05779139189612
81, male, Nagaland, 8259965821, 156.47646631437843, 70.92895025025294
33, male, Goa, 6432759451, 157.3696138025449, 74.94122323414378
100, male, Himachal_Pradesh, 8804649948, 158.23398912211144, 57.46822722025485
5, male, Tamil_Nadu, 8380580893, 169.76993247192917, 82.19194850115244
66, female, Chhattisgarh, 8567795540, 156.08022294000185, 75.46411841222861
31, female, Kerala, 6351717163, 151.83316921082513, 60.17563567395224
50, male, Kerala, 6210283376, 166.1417373234223, 75.52380269370836
11, female, Uttarakhand, 7331267313, 150.72882906495659, 63.0573450731925
86, female, Kerala, 8223352670, 169.00885312920147, 75.15827699523197
12, female, Sikkim, 6831655626, 161.1938844508074, 62.42229338154429
81, male, Maharashtra, 8100769243, 171.3222170539535, 69.37391015310756
63, male, Gujarat, 8202225445, 163.7849265538678, 75.2969249397
20, male, Punjab, 8714832702, 142.14865390410193, 69.52225375645206
21, male, Sikkim, 8271164679, 161.28562938755314, 59.506301953059804
20, male, Madhya_Pradesh, 6058046883, 176.4576517227229, 73.24557802111867
32, male, Bihar, 6687063378, 174.16764165638003, 60.98774628650522
20, male, Meghalaya, 6011164262, 142.9666583789448, 68.52331852535367
